Artist,Collection,Track Name,Track ID,Track URL,Release Date,Genre,Track Price,Currency
The Beatles,The Beatles 1967-1970 (The Blue Album),Lady Madonna,1441133276,https://music.apple.com/us/album/lady-madonna/1441133100?i=1441133276&uo=4,1968-03-15T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),Come Together,1441133290,https://music.apple.com/us/album/come-together/1441133100?i=1441133290&uo=4,1969-09-26T12:00:00Z,Rock,1.29,USD
The Beatles,Revolver,Good Day Sunshine,1441165133,https://music.apple.com/us/album/good-day-sunshine/1441164670?i=1441165133&uo=4,1966-08-05T12:00:00Z,Rock,1.29,USD
The Beatles,Revolver,Got to Get You Into My Life,1441165146,https://music.apple.com/us/album/got-to-get-you-into-my-life/1441164670?i=1441165146&uo=4,1966-08-05T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),Sgt. Pepper's Lonely Hearts Club Band,1441133109,https://music.apple.com/us/album/sgt-peppers-lonely-hearts-club-band/1441133100?i=1441133109&uo=4,1967-06-01T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),Magical Mystery Tour,1441133275,https://music.apple.com/us/album/magical-mystery-tour/1441133100?i=1441133275&uo=4,1967-11-27T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),Something,1441133501,https://music.apple.com/us/album/something/1441133100?i=1441133501&uo=4,1969-09-26T12:00:00Z,Rock,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),"Ob-La-Di, Ob-La-Da",1441133282,https://music.apple.com/us/album/ob-la-di-ob-la-da/1441133100?i=1441133282&uo=4,1968-11-22T12:00:00Z,Rock,1.29,USD
The Beatles,Revolver,Tomorrow Never Knows,1441165147,https://music.apple.com/us/album/tomorrow-never-knows/1441164670?i=1441165147&uo=4,1966-08-05T12:00:00Z,Rock,1.29,USD
The Beatles,Help!,Help!,1441164536,https://music.apple.com/us/album/help/1441164524?i=1441164536&uo=4,1965-07-19T12:00:00Z,Pop,1.29,USD
The Beatles,The Beatles 1967-1970 (The Blue Album),Old Brown Shoe,1441133288,https://music.apple.com/us/album/old-brown-shoe/1441133100?i=1441133288&uo=4,1969-05-30T12:00:00Z,Rock,1.29,USD
The Beatles,Revolver,Taxman,1441164799,https://music.apple.com/us/album/taxman/1441164670?i=1441164799&uo=4,1966-08-05T12:00:00Z,Rock,1.29,USD
